name,type2_T1.G.1_T1.G.1_gap2,type2_T1.G.1_T1.G.2_gap2,type2_T1.G.2_T1.G.1_gap2,type2_T1.G.2_T1.G.2_gap2,target
ACP_positive_1,4.0,1.0,1.0,2.0,1
ACP_positive_2,2.0,0.0,1.0,0.0,1
ACP_positive_3,6.0,0.0,1.0,0.0,1
ACP_positive_4,5.0,1.0,0.0,1.0,1
ACP_positive_5,6.0,1.0,1.0,2.0,1
ACP_positive_6,0.0,0.0,2.0,0.0,1
ACP_positive_7,3.0,0.0,1.0,1.0,1
ACP_positive_8,0.0,2.0,1.0,1.0,1
ACP_positive_9,3.0,1.0,0.0,0.0,1
ACP_positive_10,2.0,2.0,1.0,2.0,1
ACP_positive_11,2.0,2.0,1.0,2.0,1
ACP_positive_12,3.0,1.0,1.0,2.0,1
ACP_positive_13,4.0,1.0,3.0,1.0,1
ACP_positive_14,1.0,1.0,2.0,0.0,1
ACP_positive_15,0.0,0.0,2.0,1.0,1
ACP_positive_16,1.0,1.0,1.0,1.0,1
ACP_positive_17,1.0,2.0,1.0,1.0,1
ACP_positive_18,2.0,3.0,2.0,1.0,1
ACP_positive_19,3.0,0.0,1.0,2.0,1
ACP_positive_20,5.0,1.0,2.0,0.0,1
ACP_positive_21,2.0,1.0,1.0,0.0,1
ACP_positive_22,1.0,2.0,4.0,2.0,1
ACP_positive_23,2.0,2.0,1.0,0.0,1
ACP_positive_24,2.0,2.0,0.0,0.0,1
ACP_positive_25,4.0,1.0,0.0,1.0,1
ACP_positive_26,5.0,2.0,1.0,1.0,1
ACP_positive_27,6.0,0.0,2.0,0.0,1
ACP_positive_28,2.0,1.0,1.0,0.0,1
ACP_positive_29,4.0,2.0,0.0,0.0,1
ACP_positive_30,2.0,2.0,0.0,0.0,1
ACP_positive_31,1.0,0.0,4.0,0.0,1
ACP_positive_32,4.0,0.0,3.0,0.0,1
ACP_positive_33,1.0,0.0,1.0,1.0,1
ACP_positive_34,6.0,1.0,0.0,1.0,1
ACP_positive_35,8.0,1.0,1.0,0.0,1
ACP_positive_36,8.0,2.0,5.0,1.0,1
ACP_positive_37,8.0,3.0,3.0,1.0,1
ACP_positive_38,4.0,1.0,1.0,1.0,1
ACP_positive_39,0.0,3.0,1.0,1.0,1
ACP_positive_40,7.0,1.0,1.0,1.0,1
ACP_positive_41,2.0,0.0,1.0,1.0,1
ACP_positive_42,5.0,0.0,3.0,0.0,1
ACP_positive_43,2.0,2.0,0.0,0.0,1
ACP_positive_44,3.0,1.0,2.0,2.0,1
ACP_positive_45,7.0,2.0,1.0,0.0,1
ACP_positive_46,2.0,1.0,0.0,0.0,1
ACP_positive_47,5.0,3.0,2.0,0.0,1
ACP_positive_48,3.0,0.0,1.0,0.0,1
ACP_positive_49,3.0,1.0,1.0,2.0,1
ACP_positive_50,4.0,0.0,0.0,1.0,1
ACP_positive_51,4.0,2.0,0.0,0.0,1
ACP_positive_52,2.0,1.0,1.0,0.0,1
ACP_positive_53,6.0,4.0,2.0,1.0,1
ACP_positive_54,3.0,0.0,1.0,1.0,1
ACP_positive_55,5.0,0.0,0.0,0.0,1
ACP_positive_56,7.0,1.0,2.0,0.0,1
ACP_positive_57,1.0,0.0,3.0,1.0,1
ACP_positive_58,3.0,2.0,0.0,1.0,1
ACP_positive_59,4.0,1.0,1.0,2.0,1
ACP_positive_60,8.0,1.0,1.0,0.0,1
ACP_positive_61,2.0,0.0,1.0,1.0,1
ACP_positive_62,2.0,0.0,1.0,1.0,1
ACP_positive_63,2.0,0.0,0.0,0.0,1
ACP_positive_64,1.0,2.0,2.0,1.0,1
ACP_positive_65,1.0,1.0,1.0,1.0,1
ACP_positive_66,2.0,2.0,1.0,0.0,1
ACP_positive_67,5.0,0.0,0.0,0.0,1
ACP_positive_68,7.0,0.0,2.0,1.0,1
ACP_positive_69,2.0,1.0,2.0,2.0,1
ACP_positive_70,3.0,0.0,4.0,0.0,1
ACP_positive_71,1.0,1.0,2.0,0.0,1
ACP_positive_72,1.0,0.0,2.0,0.0,1
ACP_positive_73,4.0,0.0,4.0,1.0,1
ACP_positive_74,3.0,1.0,0.0,1.0,1
ACP_positive_75,7.0,1.0,2.0,0.0,1
ACP_positive_76,5.0,0.0,2.0,0.0,1
ACP_positive_77,7.0,2.0,2.0,0.0,1
ACP_positive_78,7.0,1.0,3.0,0.0,1
ACP_positive_79,8.0,0.0,1.0,1.0,1
ACP_positive_80,2.0,1.0,1.0,0.0,1
ACP_positive_81,0.0,1.0,2.0,1.0,1
ACP_positive_82,3.0,1.0,0.0,0.0,1
ACP_positive_83,2.0,2.0,2.0,1.0,1
ACP_positive_84,5.0,6.0,0.0,2.0,1
ACP_positive_85,3.0,2.0,1.0,0.0,1
ACP_positive_86,2.0,1.0,1.0,2.0,1
ACP_positive_87,2.0,0.0,1.0,1.0,1
ACP_positive_88,1.0,0.0,2.0,1.0,1
ACP_positive_89,1.0,2.0,2.0,0.0,1
ACP_positive_90,3.0,0.0,1.0,1.0,1
ACP_positive_91,4.0,1.0,6.0,1.0,1
ACP_positive_92,1.0,0.0,2.0,2.0,1
ACP_positive_93,2.0,1.0,1.0,0.0,1
ACP_positive_94,2.0,2.0,0.0,2.0,1
ACP_positive_95,2.0,2.0,0.0,0.0,1
ACP_positive_96,4.0,2.0,2.0,0.0,1
ACP_positive_97,5.0,1.0,1.0,1.0,1
ACP_positive_98,6.0,1.0,5.0,1.0,1
ACP_positive_99,3.0,1.0,0.0,1.0,1
ACP_positive_100,0.0,3.0,1.0,1.0,1
ACP_positive_101,5.0,1.0,2.0,2.0,1
ACP_positive_102,3.0,1.0,2.0,2.0,1
ACP_positive_103,1.0,1.0,1.0,1.0,1
