name,type8_T1.G.1_T1.G.1_gap2,type8_T1.G.1_T1.G.2_gap2,type8_T1.G.2_T1.G.1_gap2,type8_T1.G.2_T1.G.2_gap2,target
ACP_positive_1,3.0,2.0,3.0,0.0,1
ACP_positive_2,0.0,2.0,0.0,1.0,1
ACP_positive_3,2.0,2.0,1.0,2.0,1
ACP_positive_4,2.0,2.0,1.0,2.0,1
ACP_positive_5,2.0,3.0,2.0,3.0,1
ACP_positive_6,0.0,2.0,0.0,0.0,1
ACP_positive_7,1.0,2.0,2.0,0.0,1
ACP_positive_8,1.0,1.0,1.0,1.0,1
ACP_positive_9,0.0,0.0,2.0,2.0,1
ACP_positive_10,4.0,0.0,2.0,1.0,1
ACP_positive_11,3.0,2.0,1.0,1.0,1
ACP_positive_12,3.0,2.0,0.0,2.0,1
ACP_positive_13,4.0,3.0,2.0,0.0,1
ACP_positive_14,1.0,1.0,0.0,2.0,1
ACP_positive_15,1.0,2.0,0.0,0.0,1
ACP_positive_16,2.0,1.0,1.0,0.0,1
ACP_positive_17,2.0,2.0,1.0,0.0,1
ACP_positive_18,3.0,0.0,0.0,5.0,1
ACP_positive_19,2.0,3.0,0.0,1.0,1
ACP_positive_20,3.0,2.0,1.0,2.0,1
ACP_positive_21,0.0,2.0,2.0,0.0,1
ACP_positive_22,5.0,3.0,1.0,0.0,1
ACP_positive_23,1.0,0.0,4.0,0.0,1
ACP_positive_24,1.0,0.0,2.0,1.0,1
ACP_positive_25,1.0,1.0,1.0,3.0,1
ACP_positive_26,3.0,4.0,2.0,0.0,1
ACP_positive_27,2.0,0.0,2.0,4.0,1
ACP_positive_28,2.0,1.0,1.0,0.0,1
ACP_positive_29,1.0,1.0,3.0,1.0,1
ACP_positive_30,1.0,0.0,2.0,1.0,1
ACP_positive_31,0.0,3.0,0.0,2.0,1
ACP_positive_32,1.0,2.0,1.0,3.0,1
ACP_positive_33,2.0,0.0,1.0,0.0,1
ACP_positive_34,2.0,2.0,1.0,3.0,1
ACP_positive_35,3.0,3.0,4.0,0.0,1
ACP_positive_36,7.0,3.0,1.0,5.0,1
ACP_positive_37,6.0,4.0,4.0,1.0,1
ACP_positive_38,2.0,2.0,2.0,1.0,1
ACP_positive_39,3.0,1.0,0.0,1.0,1
ACP_positive_40,3.0,2.0,2.0,3.0,1
ACP_positive_41,1.0,1.0,1.0,1.0,1
ACP_positive_42,6.0,1.0,0.0,1.0,1
ACP_positive_43,1.0,0.0,3.0,0.0,1
ACP_positive_44,4.0,2.0,1.0,1.0,1
ACP_positive_45,0.0,5.0,3.0,2.0,1
ACP_positive_46,2.0,1.0,0.0,0.0,1
ACP_positive_47,3.0,2.0,2.0,3.0,1
ACP_positive_48,0.0,3.0,1.0,0.0,1
ACP_positive_49,3.0,0.0,3.0,1.0,1
ACP_positive_50,2.0,2.0,1.0,0.0,1
ACP_positive_51,1.0,1.0,3.0,1.0,1
ACP_positive_52,1.0,1.0,0.0,2.0,1
ACP_positive_53,5.0,2.0,6.0,0.0,1
ACP_positive_54,1.0,2.0,2.0,0.0,1
ACP_positive_55,1.0,1.0,1.0,2.0,1
ACP_positive_56,4.0,3.0,2.0,1.0,1
ACP_positive_57,1.0,3.0,1.0,0.0,1
ACP_positive_58,3.0,0.0,2.0,1.0,1
ACP_positive_59,3.0,3.0,2.0,0.0,1
ACP_positive_60,3.0,4.0,1.0,2.0,1
ACP_positive_61,1.0,1.0,1.0,1.0,1
ACP_positive_62,1.0,1.0,1.0,1.0,1
ACP_positive_63,1.0,1.0,0.0,0.0,1
ACP_positive_64,3.0,1.0,2.0,0.0,1
ACP_positive_65,1.0,1.0,2.0,0.0,1
ACP_positive_66,2.0,0.0,2.0,1.0,1
ACP_positive_67,0.0,1.0,1.0,3.0,1
ACP_positive_68,4.0,4.0,2.0,0.0,1
ACP_positive_69,3.0,2.0,2.0,0.0,1
ACP_positive_70,0.0,4.0,2.0,1.0,1
ACP_positive_71,0.0,2.0,1.0,1.0,1
ACP_positive_72,0.0,2.0,1.0,0.0,1
ACP_positive_73,5.0,3.0,0.0,1.0,1
ACP_positive_74,1.0,0.0,2.0,2.0,1
ACP_positive_75,4.0,3.0,2.0,1.0,1
ACP_positive_76,1.0,2.0,3.0,1.0,1
ACP_positive_77,4.0,4.0,1.0,2.0,1
ACP_positive_78,2.0,5.0,3.0,1.0,1
ACP_positive_79,3.0,4.0,1.0,2.0,1
ACP_positive_80,2.0,0.0,0.0,2.0,1
ACP_positive_81,3.0,1.0,0.0,0.0,1
ACP_positive_82,4.0,0.0,0.0,0.0,1
ACP_positive_83,5.0,0.0,1.0,1.0,1
ACP_positive_84,6.0,1.0,4.0,2.0,1
ACP_positive_85,1.0,2.0,2.0,1.0,1
ACP_positive_86,2.0,2.0,1.0,1.0,1
ACP_positive_87,1.0,1.0,0.0,2.0,1
ACP_positive_88,1.0,2.0,1.0,0.0,1
ACP_positive_89,2.0,0.0,0.0,3.0,1
ACP_positive_90,1.0,2.0,2.0,0.0,1
ACP_positive_91,4.0,4.0,1.0,3.0,1
ACP_positive_92,2.0,2.0,0.0,1.0,1
ACP_positive_93,1.0,2.0,0.0,1.0,1
ACP_positive_94,4.0,0.0,2.0,0.0,1
ACP_positive_95,1.0,0.0,2.0,1.0,1
ACP_positive_96,4.0,2.0,2.0,0.0,1
ACP_positive_97,2.0,3.0,1.0,2.0,1
ACP_positive_98,6.0,4.0,1.0,2.0,1
ACP_positive_99,2.0,2.0,1.0,0.0,1
ACP_positive_100,2.0,1.0,1.0,1.0,1
ACP_positive_101,4.0,4.0,2.0,0.0,1
ACP_positive_102,2.0,5.0,0.0,1.0,1
ACP_positive_103,2.0,2.0,0.0,0.0,1
ACP_positive_104,1.0,1.0,2.0,2.0,1
ACP_positive_105,2.0,2.0,1.0,3.0,1
ACP_positive_106,2.0,2.0,2.0,1.0,1
ACP_positive_107,1.0,1.0,0.0,2.0,1
ACP_positive_108,2.0,1.0,1.0,0.0,1
ACP_positive_109,3.0,2.0,1.0,2.0,1
ACP_positive_110,0.0,1.0,1.0,2.0,1
ACP_positive_111,2.0,1.0,1.0,0.0,1
ACP_positive_112,2.0,2.0,2.0,2.0,1
ACP_positive_113,5.0,1.0,0.0,0.0,1
ACP_positive_114,3.0,2.0,0.0,2.0,1
ACP_positive_115,3.0,3.0,2.0,2.0,1
ACP_positive_116,4.0,3.0,4.0,1.0,1
ACP_positive_117,2.0,1.0,0.0,4.0,1
ACP_positive_118,2.0,1.0,3.0,1.0,1
ACP_positive_119,1.0,2.0,1.0,1.0,1
ACP_positive_120,5.0,2.0,0.0,2.0,1
ACP_positive_121,2.0,2.0,1.0,2.0,1
ACP_positive_122,4.0,3.0,1.0,3.0,1
ACP_positive_123,6.0,1.0,1.0,2.0,1
ACP_positive_124,6.0,3.0,3.0,1.0,1
ACP_positive_125,1.0,2.0,3.0,0.0,1
ACP_positive_126,3.0,5.0,4.0,4.0,1
ACP_positive_127,1.0,1.0,2.0,2.0,1
ACP_positive_128,1.0,1.0,2.0,2.0,1
ACP_positive_129,1.0,0.0,2.0,2.0,1
ACP_positive_130,1.0,2.0,0.0,1.0,1
ACP_positive_131,3.0,4.0,0.0,1.0,1
ACP_positive_132,1.0,2.0,1.0,1.0,1
ACP_positive_133,0.0,1.0,0.0,2.0,1
ACP_positive_134,4.0,4.0,3.0,2.0,1
ACP_positive_135,1.0,0.0,1.0,1.0,1
ACP_positive_136,1.0,1.0,1.0,0.0,1
ACP_positive_137,1.0,1.0,2.0,2.0,1
ACP_positive_138,2.0,3.0,0.0,1.0,1
ACP_positive_139,2.0,3.0,3.0,3.0,1
ACP_positive_140,2.0,3.0,3.0,2.0,1
ACP_positive_141,0.0,1.0,2.0,0.0,1
ACP_positive_142,2.0,0.0,1.0,0.0,1
ACP_positive_143,2.0,2.0,1.0,0.0,1
ACP_positive_144,3.0,3.0,0.0,2.0,1
ACP_positive_145,1.0,1.0,1.0,0.0,1
ACP_positive_146,1.0,0.0,1.0,3.0,1
ACP_positive_147,2.0,5.0,3.0,3.0,1
ACP_positive_148,0.0,1.0,3.0,0.0,1
ACP_positive_149,1.0,2.0,1.0,1.0,1
ACP_positive_150,2.0,0.0,2.0,0.0,1
ACP_positive_151,2.0,1.0,1.0,1.0,1
ACP_positive_152,0.0,1.0,2.0,2.0,1
ACP_positive_153,4.0,3.0,2.0,1.0,1
ACP_positive_154,3.0,1.0,3.0,0.0,1
ACP_positive_155,1.0,5.0,1.0,0.0,1
ACP_positive_156,4.0,4.0,1.0,3.0,1
ACP_positive_157,1.0,1.0,1.0,1.0,1
ACP_positive_158,2.0,2.0,1.0,0.0,1
ACP_positive_159,1.0,2.0,1.0,1.0,1
ACP_positive_160,1.0,1.0,1.0,3.0,1
ACP_positive_161,2.0,0.0,1.0,1.0,1
ACP_positive_162,5.0,1.0,1.0,0.0,1
ACP_positive_163,1.0,2.0,1.0,4.0,1
ACP_positive_164,2.0,1.0,3.0,0.0,1
ACP_positive_165,1.0,2.0,2.0,0.0,1
ACP_positive_166,1.0,1.0,1.0,2.0,1
ACP_positive_167,1.0,1.0,0.0,2.0,1
ACP_positive_168,1.0,0.0,2.0,1.0,1
ACP_positive_169,2.0,5.0,2.0,1.0,1
ACP_positive_170,1.0,1.0,2.0,0.0,1
ACP_positive_171,1.0,0.0,0.0,3.0,1
ACP_positive_172,3.0,0.0,0.0,0.0,1
ACP_positive_173,5.0,0.0,2.0,0.0,1
ACP_positive_174,5.0,3.0,2.0,2.0,1
ACP_positive_175,1.0,2.0,2.0,0.0,1
ACP_positive_176,1.0,0.0,1.0,2.0,1
ACP_positive_177,1.0,1.0,1.0,1.0,1
ACP_positive_178,2.0,2.0,2.0,0.0,1
ACP_positive_179,3.0,2.0,0.0,1.0,1
ACP_positive_180,2.0,2.0,3.0,2.0,1
ACP_positive_181,1.0,1.0,3.0,1.0,1
ACP_positive_182,2.0,0.0,0.0,2.0,1
ACP_positive_183,4.0,1.0,1.0,2.0,1
ACP_positive_184,3.0,3.0,2.0,1.0,1
ACP_positive_185,3.0,0.0,0.0,3.0,1
ACP_positive_186,4.0,4.0,2.0,4.0,1
ACP_positive_187,0.0,1.0,2.0,1.0,1
ACP_positive_188,7.0,2.0,4.0,1.0,1
