name,type9_T1.G.1_T1.G.1_gap2,type9_T1.G.1_T1.G.2_gap2,type9_T1.G.2_T1.G.1_gap2,type9_T1.G.2_T1.G.2_gap2,target
ACP_positive_1,4.0,1.0,1.0,2.0,1
ACP_positive_2,3.0,0.0,0.0,0.0,1
ACP_positive_3,6.0,0.0,1.0,0.0,1
ACP_positive_4,5.0,2.0,0.0,0.0,1
ACP_positive_5,7.0,3.0,0.0,0.0,1
ACP_positive_6,0.0,0.0,2.0,0.0,1
ACP_positive_7,4.0,0.0,0.0,1.0,1
ACP_positive_8,1.0,2.0,1.0,0.0,1
ACP_positive_9,3.0,1.0,0.0,0.0,1
ACP_positive_10,6.0,0.0,1.0,0.0,1
ACP_positive_11,3.0,1.0,1.0,2.0,1
ACP_positive_12,3.0,1.0,1.0,2.0,1
ACP_positive_13,5.0,2.0,2.0,0.0,1
ACP_positive_14,2.0,1.0,1.0,0.0,1
ACP_positive_15,0.0,0.0,2.0,1.0,1
ACP_positive_16,3.0,0.0,1.0,0.0,1
ACP_positive_17,1.0,2.0,1.0,1.0,1
ACP_positive_18,6.0,1.0,1.0,0.0,1
ACP_positive_19,4.0,0.0,0.0,2.0,1
ACP_positive_20,8.0,0.0,0.0,0.0,1
ACP_positive_21,4.0,0.0,0.0,0.0,1
ACP_positive_22,9.0,0.0,0.0,0.0,1
ACP_positive_23,4.0,1.0,0.0,0.0,1
ACP_positive_24,2.0,2.0,0.0,0.0,1
ACP_positive_25,4.0,1.0,0.0,1.0,1
ACP_positive_26,7.0,1.0,1.0,0.0,1
ACP_positive_27,8.0,0.0,0.0,0.0,1
ACP_positive_28,4.0,0.0,0.0,0.0,1
ACP_positive_29,5.0,1.0,0.0,0.0,1
ACP_positive_30,2.0,2.0,0.0,0.0,1
ACP_positive_31,2.0,0.0,3.0,0.0,1
ACP_positive_32,4.0,0.0,3.0,0.0,1
ACP_positive_33,1.0,0.0,1.0,1.0,1
ACP_positive_34,6.0,1.0,0.0,1.0,1
ACP_positive_35,10.0,0.0,0.0,0.0,1
ACP_positive_36,11.0,2.0,3.0,0.0,1
ACP_positive_37,14.0,0.0,1.0,0.0,1
ACP_positive_38,5.0,2.0,0.0,0.0,1
ACP_positive_39,1.0,2.0,1.0,1.0,1
ACP_positive_40,9.0,1.0,0.0,0.0,1
ACP_positive_41,2.0,0.0,1.0,1.0,1
ACP_positive_42,8.0,0.0,0.0,0.0,1
ACP_positive_43,3.0,1.0,0.0,0.0,1
ACP_positive_44,5.0,1.0,1.0,1.0,1
ACP_positive_45,8.0,1.0,1.0,0.0,1
ACP_positive_46,3.0,0.0,0.0,0.0,1
ACP_positive_47,8.0,2.0,0.0,0.0,1
ACP_positive_48,3.0,0.0,1.0,0.0,1
ACP_positive_49,5.0,1.0,1.0,0.0,1
ACP_positive_50,4.0,0.0,0.0,1.0,1
ACP_positive_51,6.0,0.0,0.0,0.0,1
ACP_positive_52,3.0,0.0,1.0,0.0,1
ACP_positive_53,11.0,1.0,0.0,1.0,1
ACP_positive_54,4.0,0.0,0.0,1.0,1
ACP_positive_55,5.0,0.0,0.0,0.0,1
ACP_positive_56,10.0,0.0,0.0,0.0,1
ACP_positive_57,1.0,0.0,3.0,1.0,1
ACP_positive_58,5.0,1.0,0.0,0.0,1
ACP_positive_59,4.0,1.0,1.0,2.0,1
ACP_positive_60,9.0,1.0,0.0,0.0,1
ACP_positive_61,2.0,0.0,1.0,1.0,1
ACP_positive_62,2.0,0.0,1.0,1.0,1
ACP_positive_63,2.0,0.0,0.0,0.0,1
ACP_positive_64,3.0,2.0,1.0,0.0,1
ACP_positive_65,4.0,0.0,0.0,0.0,1
ACP_positive_66,2.0,2.0,1.0,0.0,1
ACP_positive_67,5.0,0.0,0.0,0.0,1
ACP_positive_68,8.0,0.0,2.0,0.0,1
ACP_positive_69,2.0,1.0,2.0,2.0,1
ACP_positive_70,3.0,0.0,4.0,0.0,1
ACP_positive_71,3.0,1.0,0.0,0.0,1
ACP_positive_72,2.0,0.0,1.0,0.0,1
ACP_positive_73,4.0,0.0,4.0,1.0,1
ACP_positive_74,4.0,0.0,0.0,1.0,1
ACP_positive_75,10.0,0.0,0.0,0.0,1
ACP_positive_76,6.0,0.0,1.0,0.0,1
ACP_positive_77,9.0,1.0,1.0,0.0,1
ACP_positive_78,10.0,0.0,1.0,0.0,1
ACP_positive_79,10.0,0.0,0.0,0.0,1
ACP_positive_80,4.0,0.0,0.0,0.0,1
ACP_positive_81,0.0,1.0,2.0,1.0,1
ACP_positive_82,4.0,0.0,0.0,0.0,1
ACP_positive_83,2.0,2.0,2.0,1.0,1
ACP_positive_84,10.0,3.0,0.0,0.0,1
ACP_positive_85,3.0,2.0,1.0,0.0,1
ACP_positive_86,2.0,1.0,1.0,2.0,1
ACP_positive_87,2.0,0.0,1.0,1.0,1
ACP_positive_88,1.0,0.0,2.0,1.0,1
ACP_positive_89,3.0,1.0,1.0,0.0,1
ACP_positive_90,4.0,0.0,0.0,1.0,1
ACP_positive_91,10.0,1.0,0.0,1.0,1
ACP_positive_92,4.0,0.0,1.0,0.0,1
ACP_positive_93,3.0,0.0,1.0,0.0,1
ACP_positive_94,4.0,2.0,0.0,0.0,1
ACP_positive_95,2.0,2.0,0.0,0.0,1
ACP_positive_96,4.0,2.0,2.0,0.0,1
ACP_positive_97,6.0,1.0,0.0,1.0,1
ACP_positive_98,12.0,0.0,1.0,0.0,1
ACP_positive_99,3.0,1.0,0.0,1.0,1
ACP_positive_100,1.0,2.0,1.0,1.0,1
ACP_positive_101,7.0,1.0,2.0,0.0,1
ACP_positive_102,4.0,2.0,2.0,0.0,1
ACP_positive_103,3.0,0.0,0.0,1.0,1
ACP_positive_104,4.0,1.0,0.0,1.0,1
ACP_positive_105,7.0,0.0,0.0,1.0,1
ACP_positive_106,7.0,0.0,0.0,0.0,1
ACP_positive_107,2.0,1.0,1.0,0.0,1
ACP_positive_108,2.0,1.0,1.0,0.0,1
ACP_positive_109,7.0,1.0,0.0,0.0,1
ACP_positive_110,3.0,0.0,1.0,0.0,1
ACP_positive_111,1.0,0.0,2.0,1.0,1
ACP_positive_112,6.0,0.0,1.0,1.0,1
ACP_positive_113,4.0,0.0,2.0,0.0,1
ACP_positive_114,4.0,2.0,1.0,0.0,1
ACP_positive_115,10.0,0.0,0.0,0.0,1
ACP_positive_116,10.0,1.0,1.0,0.0,1
ACP_positive_117,5.0,1.0,1.0,0.0,1
ACP_positive_118,7.0,0.0,0.0,0.0,1
ACP_positive_119,2.0,0.0,2.0,1.0,1
ACP_positive_120,5.0,3.0,1.0,0.0,1
ACP_positive_121,4.0,1.0,1.0,1.0,1
ACP_positive_122,10.0,0.0,1.0,0.0,1
ACP_positive_123,9.0,1.0,0.0,0.0,1
ACP_positive_124,8.0,2.0,3.0,0.0,1
ACP_positive_125,6.0,0.0,0.0,0.0,1
ACP_positive_126,16.0,0.0,0.0,0.0,1
ACP_positive_127,2.0,2.0,1.0,1.0,1
ACP_positive_128,5.0,1.0,0.0,0.0,1
ACP_positive_129,4.0,0.0,0.0,1.0,1
ACP_positive_130,3.0,1.0,0.0,0.0,1
ACP_positive_131,8.0,0.0,0.0,0.0,1
ACP_positive_132,2.0,0.0,2.0,1.0,1
ACP_positive_133,3.0,0.0,0.0,0.0,1
ACP_positive_134,13.0,0.0,0.0,0.0,1
ACP_positive_135,1.0,1.0,0.0,1.0,1
ACP_positive_136,3.0,0.0,0.0,0.0,1
ACP_positive_137,2.0,2.0,1.0,1.0,1
ACP_positive_138,5.0,0.0,0.0,1.0,1
ACP_positive_139,10.0,0.0,1.0,0.0,1
ACP_positive_140,9.0,1.0,0.0,0.0,1
ACP_positive_141,0.0,2.0,1.0,0.0,1
ACP_positive_142,1.0,0.0,1.0,1.0,1
ACP_positive_143,3.0,1.0,0.0,1.0,1
ACP_positive_144,7.0,1.0,0.0,0.0,1
ACP_positive_145,2.0,0.0,1.0,0.0,1
ACP_positive_146,4.0,0.0,0.0,1.0,1
ACP_positive_147,13.0,0.0,0.0,0.0,1
ACP_positive_148,3.0,1.0,0.0,0.0,1
ACP_positive_149,3.0,0.0,1.0,1.0,1
ACP_positive_150,3.0,0.0,1.0,0.0,1
ACP_positive_151,3.0,0.0,1.0,1.0,1
ACP_positive_152,4.0,0.0,1.0,0.0,1
ACP_positive_153,7.0,2.0,1.0,0.0,1
ACP_positive_154,7.0,0.0,0.0,0.0,1
ACP_positive_155,6.0,0.0,1.0,0.0,1
ACP_positive_156,10.0,0.0,2.0,0.0,1
ACP_positive_157,2.0,0.0,1.0,1.0,1
ACP_positive_158,4.0,0.0,0.0,1.0,1
ACP_positive_159,4.0,1.0,0.0,0.0,1
ACP_positive_160,4.0,1.0,1.0,0.0,1
ACP_positive_161,2.0,0.0,1.0,1.0,1
ACP_positive_162,2.0,2.0,2.0,1.0,1
ACP_positive_163,8.0,0.0,0.0,0.0,1
ACP_positive_164,4.0,2.0,0.0,0.0,1
ACP_positive_165,4.0,0.0,0.0,1.0,1
ACP_positive_166,5.0,0.0,0.0,0.0,1
ACP_positive_167,4.0,0.0,0.0,0.0,1
ACP_positive_168,4.0,0.0,0.0,0.0,1
ACP_positive_169,9.0,0.0,1.0,0.0,1
ACP_positive_170,3.0,0.0,1.0,0.0,1
ACP_positive_171,3.0,1.0,0.0,0.0,1
ACP_positive_172,2.0,0.0,1.0,0.0,1
ACP_positive_173,2.0,2.0,2.0,1.0,1
ACP_positive_174,9.0,1.0,2.0,0.0,1
ACP_positive_175,1.0,2.0,2.0,0.0,1
ACP_positive_176,4.0,0.0,0.0,0.0,1
ACP_positive_177,2.0,0.0,1.0,1.0,1
ACP_positive_178,5.0,1.0,0.0,0.0,1
ACP_positive_179,3.0,2.0,1.0,0.0,1
ACP_positive_180,9.0,0.0,0.0,0.0,1
ACP_positive_181,5.0,1.0,0.0,0.0,1
ACP_positive_182,4.0,0.0,0.0,0.0,1
ACP_positive_183,8.0,0.0,0.0,0.0,1
ACP_positive_184,8.0,0.0,1.0,0.0,1
ACP_positive_185,5.0,1.0,0.0,0.0,1
ACP_positive_186,14.0,0.0,0.0,0.0,1
ACP_positive_187,4.0,0.0,0.0,0.0,1
ACP_positive_188,12.0,1.0,1.0,0.0,1
ACP_positive_189,5.0,1.0,1.0,1.0,1
ACP_positive_190,4.0,0.0,0.0,1.0,1
ACP_positive_191,3.0,0.0,0.0,1.0,1
ACP_positive_192,3.0,0.0,0.0,1.0,1
ACP_positive_193,9.0,4.0,0.0,0.0,1
ACP_positive_194,3.0,1.0,1.0,2.0,1
ACP_positive_195,3.0,1.0,0.0,0.0,1
ACP_positive_196,1.0,1.0,0.0,0.0,1
ACP_positive_197,3.0,1.0,0.0,1.0,1
ACP_positive_198,5.0,2.0,3.0,0.0,1
ACP_positive_199,4.0,1.0,0.0,0.0,1
ACP_positive_200,9.0,1.0,1.0,0.0,1
ACP_positive_201,9.0,1.0,0.0,0.0,1
ACP_positive_202,3.0,0.0,1.0,0.0,1
ACP_positive_203,12.0,1.0,0.0,0.0,1
ACP_positive_204,2.0,0.0,1.0,1.0,1
ACP_positive_205,5.0,1.0,0.0,0.0,1
ACP_positive_206,4.0,2.0,0.0,0.0,1
ACP_positive_207,8.0,0.0,0.0,0.0,1
ACP_positive_208,4.0,1.0,1.0,0.0,1
ACP_positive_209,7.0,1.0,1.0,0.0,1
ACP_positive_210,3.0,1.0,1.0,0.0,1
ACP_positive_211,5.0,1.0,2.0,0.0,1
ACP_positive_212,2.0,1.0,3.0,2.0,1
ACP_positive_213,14.0,0.0,1.0,0.0,1
ACP_positive_214,3.0,1.0,1.0,0.0,1
ACP_positive_215,3.0,0.0,1.0,0.0,1
ACP_positive_216,9.0,1.0,0.0,0.0,1
ACP_positive_217,6.0,1.0,0.0,0.0,1
ACP_positive_218,4.0,0.0,0.0,1.0,1
ACP_positive_219,3.0,2.0,1.0,0.0,1
ACP_positive_220,4.0,0.0,0.0,0.0,1
ACP_positive_221,2.0,0.0,1.0,1.0,1
ACP_positive_222,9.0,0.0,0.0,0.0,1
ACP_positive_223,6.0,1.0,0.0,0.0,1
ACP_positive_224,2.0,2.0,1.0,2.0,1
ACP_positive_225,4.0,0.0,4.0,1.0,1
ACP_positive_226,12.0,1.0,0.0,0.0,1
ACP_positive_227,13.0,0.0,0.0,0.0,1
ACP_positive_228,2.0,2.0,2.0,0.0,1
ACP_positive_229,9.0,1.0,0.0,0.0,1
ACP_positive_230,4.0,0.0,0.0,0.0,1
ACP_positive_231,8.0,5.0,0.0,0.0,1
ACP_positive_232,3.0,0.0,2.0,0.0,1
ACP_positive_233,8.0,0.0,0.0,1.0,1
ACP_positive_234,2.0,0.0,3.0,0.0,1
ACP_positive_235,6.0,0.0,1.0,0.0,1
ACP_positive_236,3.0,1.0,0.0,0.0,1
ACP_positive_237,8.0,1.0,1.0,0.0,1
ACP_positive_238,6.0,0.0,0.0,0.0,1
ACP_positive_239,9.0,0.0,0.0,0.0,1
ACP_positive_240,1.0,0.0,1.0,0.0,1
ACP_positive_241,2.0,0.0,1.0,1.0,1
ACP_positive_242,7.0,1.0,0.0,0.0,1
ACP_positive_243,4.0,1.0,0.0,0.0,1
ACP_positive_244,2.0,0.0,1.0,1.0,1
ACP_positive_245,3.0,0.0,1.0,0.0,1
ACP_positive_246,6.0,1.0,1.0,0.0,1
ACP_positive_247,7.0,2.0,1.0,0.0,1
ACP_positive_248,5.0,2.0,0.0,0.0,1
ACP_positive_249,3.0,1.0,0.0,1.0,1
ACP_positive_250,3.0,2.0,1.0,0.0,1
ACP_positive_251,4.0,1.0,1.0,2.0,1
ACP_positive_252,4.0,1.0,1.0,2.0,1
ACP_positive_253,3.0,1.0,0.0,0.0,1
ACP_positive_254,8.0,1.0,0.0,0.0,1
ACP_positive_255,13.0,2.0,2.0,0.0,1
ACP_positive_256,10.0,0.0,0.0,0.0,1
ACP_positive_257,4.0,0.0,0.0,0.0,1
ACP_positive_258,2.0,0.0,0.0,0.0,1
ACP_positive_259,2.0,0.0,3.0,0.0,1
ACP_positive_260,2.0,1.0,1.0,0.0,1
ACP_positive_261,2.0,1.0,1.0,0.0,1
ACP_positive_262,12.0,0.0,2.0,0.0,1
ACP_positive_263,4.0,1.0,0.0,0.0,1
ACP_positive_264,10.0,0.0,0.0,0.0,1
ACP_positive_265,2.0,1.0,2.0,0.0,1
ACP_positive_266,6.0,1.0,2.0,0.0,1
ACP_positive_267,2.0,0.0,1.0,1.0,1
ACP_positive_268,7.0,2.0,1.0,0.0,1
ACP_positive_269,5.0,0.0,0.0,0.0,1
ACP_positive_270,6.0,0.0,0.0,0.0,1
ACP_positive_271,3.0,2.0,0.0,1.0,1
ACP_positive_272,3.0,1.0,0.0,0.0,1
ACP_positive_273,9.0,0.0,2.0,0.0,1
ACP_positive_274,2.0,1.0,2.0,2.0,1
ACP_positive_275,4.0,0.0,2.0,1.0,1
ACP_positive_276,3.0,0.0,1.0,0.0,1
ACP_positive_277,4.0,0.0,0.0,0.0,1
ACP_positive_278,2.0,2.0,2.0,1.0,1
ACP_positive_279,5.0,0.0,0.0,0.0,1
ACP_positive_280,10.0,0.0,0.0,0.0,1
ACP_positive_281,3.0,1.0,0.0,0.0,1
ACP_positive_282,2.0,0.0,1.0,0.0,1
ACP_positive_283,6.0,1.0,0.0,0.0,1
ACP_positive_284,4.0,0.0,0.0,1.0,1
ACP_positive_285,7.0,0.0,0.0,0.0,1
ACP_positive_286,6.0,1.0,1.0,0.0,1
ACP_positive_287,8.0,0.0,0.0,1.0,1
ACP_positive_288,1.0,1.0,1.0,1.0,1
ACP_positive_289,10.0,0.0,2.0,0.0,1
ACP_positive_290,10.0,0.0,0.0,0.0,1
ACP_positive_291,3.0,0.0,0.0,1.0,1
